title,release_date,genre,director,duration,imdb_id,country,year
Antoshka,1969-01-01T00:00:00Z,"children's film, musical film",Leonid Nosyrev,146,tt1075301,Soviet Union,1969
Unterwegs zu Lenin,1969-01-01T00:00:00Z,historical film,"Günter Reisch, Lucia Ochrimenko",107,tt0066509,Soviet Union,1969
Winnie-the-Pooh,1969-01-01T00:00:00Z,"adventure film, children's film, musical film",Fyodor Khitruk,10,tt0211729,Soviet Union,1969
Frosty the Snowman,1969-12-07T00:00:00Z,"Christmas film, children's film, fantasy film",Jules Bass,25,tt0064349,United States,1969
Ballerina on the Boat,1969-01-01T00:00:00Z,,Lev Atamanov,16,tt0480343,Soviet Union,1969
Amentü Gemisi Nasıl Yürüdü,1969-01-01T00:00:00Z,,Tonguç Yaşar,195,,Turkey,1969
Mickey Mouse in Vietnam,1969-01-01T00:00:00Z,"parody film, silent film",Lee Savage,1,tt2048807,United States,1969
Absent-Minded Giovanni,1969-01-01T00:00:00Z,children's film,Anatoly Petrov,4,tt1075385,Soviet Union,1969
Q15623533,1969-01-01T00:00:00Z,,"Gyula Macskássy, György Várnai",,tt3496724,Hungary,1969
The Wonderful World of Puss 'n Boots,1969-03-18T00:00:00Z,"action anime and manga, comedy anime and manga, comedy film, fantasy anime and manga, musical film",Kimio Yabuki,80,tt0064714,Japan,1969
Gena the Crocodile,1969-01-01T00:00:00Z,children's film,Roman Kachanov,20,tt0146970,Soviet Union,1969
Little Skeeter,1969-01-01T00:00:00Z,,Paul J. Smith,,tt0236434,United States,1969
"Well, Just You Wait!",1969-01-01T00:00:00Z,comedy film,Gennady Sokolsky,144,tt1315588,Soviet Union,1969
Mosaika,1969-01-01T00:00:00Z,children's film,"Galina Barinova, Leonid Nosyrev",2,tt1075363,Soviet Union,1969
Winnie the Pooh and the Blustery Day,1969-08-16T00:00:00Z,"film based on literature, musical film",Wolfgang Reitherman,25,tt0063819,United States,1969
On Her Majesty's Secret Service,1969-01-01T00:00:00Z,"Christmas film, action film, adventure film, crime film, film based on a novel, spy film, thriller film",Peter R. Hunt,142,tt0064757,United Kingdom,1969
Inauguration,1969-01-01T00:00:00Z,,Marcell Jankovics,5,tt0361727,Hungary,1969
Seasons,1969-01-01T00:00:00Z,,Yuri Norstein,9,tt0495546,Soviet Union,1969
The Fox and the Crow,1969-01-01T00:00:00Z,,"Francine Desbiens, Michèle Pauzé, Pierre Hébert, Yves Leduc",154,tt0064185,Canada,1969
Kolinje,1969-08-14T00:00:00Z,comedy television program,,,tt0343939,Yugoslavia,1969
Ded Moroz and Summer,1969-01-01T00:00:00Z,Christmas film,Valentin Karavayev,,tt0218931,Soviet Union,1969
One Thousand and One Arabian Nights,1969-01-01T00:00:00Z,"adult animation, fantasy film",Eiichi Yamamoto,128,tt0064961,Japan,1969
Lupin III - Pilot Film,1969-01-01T00:00:00Z,,Masaaki Ōsumi,13,tt0883384,Japan,1969
Q25397036,1969-01-01T00:00:00Z,,Vadim Vladimirovitch Kurchevsky,,,Soviet Union,1969
Prescription: Murder,1969-10-11T00:00:00Z,drama film,Richard Irving,100,tt0061496,United States,1969
The Bremen Town Musicians,1969-01-01T00:00:00Z,"animated cartoon, comedy music, fairy tale, musical",Inessa Kovalevskaya,21,tt0211281,Soviet Union,1969
Injun Trouble,1969-01-01T00:00:00Z,,Robert McKimson,,tt0064487,United States,1969
Woody's Knight Mare,1969-01-01T00:00:00Z,,Paul J. Smith,5,tt0153926,,1969
Q56996154,1969-01-01T00:00:00Z,"animated film, short film",Viktor Kubal,4,,Czechoslovakia,1969
Salty Slops,1969-01-01T00:00:00Z,,Péter Szoboszlay,,tt3457914,Hungary,1969
"Uhuka, The Little Owl",1969-01-01T00:00:00Z,,"Gyula Macskássy, György Várnai",,tt3432524,Hungary,1969
Flying Phantom Ship,1969-07-20T00:00:00Z,Toei Company,Hiroshi Ikeda,61,tt0065021,Japan,1969
Q57268223,1969-01-01T00:00:00Z,cinematic fairy tale,František Braun,10,,Czechoslovakia,1969
Bugged by a Bee,1969-01-01T00:00:00Z,,Robert McKimson,,tt0064113,United States,1969
The Merchant of Venice,1969-01-01T00:00:00Z,,Orson Welles,,tt0283477,,1969
Santa and the Three Bears,1970-01-01T00:00:00Z,"Christmas film, animated cartoon","Barry Mahon, Tony Benedict",76,tt0066328,United States,1970
Karlson Returns,1970-01-01T00:00:00Z,film based on literature,Boris Stepantsev,20,tt0209074,Soviet Union,1970
Tall tales,1970-01-01T00:00:00Z,children's film,Rasa Strautmane,3,tt1075369,Soviet Union,1970
Hullámhosszok,1970-01-01T00:00:00Z,,György Kovásznai,9,tt3491418,Hungary,1970
Stolen Kisses,1970-09-01T00:00:00Z,"drama film, romantic comedy",François Truffaut,87,tt0062695,France,1970
The Landlord,1970-05-20T00:00:00Z,"drama film, romantic comedy",Hal Ashby,110,tt0065963,United States,1970
The Producers,1970-02-20T00:00:00Z,"LGBT-related film, comedy film, musical film",Mel Brooks,88,tt0063462,United States,1970
Notes Towards an African Orestes,1970-01-01T00:00:00Z,documentary film,Pier Paolo Pasolini,65,tt0066163,Italy,1970
Cleopatra,1970-09-15T00:00:00Z,"adult animation, animated film with LGBT character(s), hentai","Eiichi Yamamoto, Osamu Tezuka",112,tt0065588,Japan,1970
Deep Waters,1970-01-01T00:00:00Z,,Marcell Jankovics,2,tt2955520,Hungary,1970
La Piscine,1970-05-08T00:00:00Z,"crime film, drama film",Jacques Deray,110,tt0064816,France,1970
Q56878157,1970-01-01T00:00:00Z,"animated film, short film",Garik Seko,7,,Czechoslovakia,1970
The Clowns,1970-01-01T00:00:00Z,"comedy film, documentary film, fantasy film",Federico Fellini,92,tt0066922,Germany,1970
Q28856338,1970-01-01T00:00:00Z,,Béla Ternovszky,,tt0174928,Hungary,1970
Carry On Loving,1970-01-01T00:00:00Z,"comedy film, parody film, romantic comedy",Gerald Thomas,90,tt0065524,United Kingdom,1970
What Is the Matter with Willi?,1970-01-01T00:00:00Z,comedy film,Werner Jacobs,82,tt0066548,Germany,1970
The very first one,1970-01-01T00:00:00Z,"adventure film, children's film, comedy film",Anatoly Petrov,222,tt1075395,Soviet Union,1970
Q23900316,1970-01-01T00:00:00Z,,"Gyula Macskássy, György Várnai",,,Hungary,1970
The Further Adventures of Uncle Sam,1970-01-01T00:00:00Z,,"Dale Case, Robert Mitchell",13,tt0065751,United States,1970
Hatchet for the Honeymoon,1970-01-01T00:00:00Z,"giallo, gothic film",Mario Bava,93,tt0064904,Italy,1970
Carry On Doctor,1970-09-10T00:00:00Z,"comedy film, farce, parody film, slapstick",Gerald Thomas,94,tt0061450,United Kingdom,1970
The American Soldier,1970-01-01T00:00:00Z,art film,Rainer Werner Fassbinder,80,tt0065391,Germany,1970
The Sculptress of Policka,1970-01-01T00:00:00Z,"animated film, puppet film, short film",Jaroslav Boček,13,tt0257112,Czechoslovakia,1970
Q28796693,1970-01-01T00:00:00Z,,Attila Dargay,,,Hungary,1970
El astronauta,1970-01-01T00:00:00Z,comedy film,Javier Aguirre,86,tt0065432,Spain,1970
Rend a házban,1970-01-01T00:00:00Z,,Péter Szoboszlay,5,tt3459986,Hungary,1970
How the Cossacks Played Football,1970-01-01T00:00:00Z,,Volodymyr Dakhno,,tt1230144,Soviet Union,1970
Down with Your Hands... You Scum!,1970-01-01T00:00:00Z,Western film,Demofilo Fidani,88,tt0065784,Italy,1970
The Hawaiians,1970-01-01T00:00:00Z,"drama film, film based on a novel",Tom Gries,134,tt0065820,United States,1970
The Mole and the Hedgehog,1970-01-01T00:00:00Z,"animated film, children's film, family film, short film",Zdeněk Miler,8,tt0268412,Czechoslovakia,1970
Q4421395,1970-01-01T00:00:00Z,animated cartoon,,,tt6943726,Soviet Union,1970
Umka is Looking for a Friend,1970-01-01T00:00:00Z,fairy tale,"Vladimir Pekar, Vladimir Popov",606,tt5214544,Soviet Union,1970
Seal on the Loose,1970-01-01T00:00:00Z,,Paul J. Smith,,tt0152345,,1970
Django Defies Sartana,1970-01-01T00:00:00Z,Western film,Pasquale Squitieri,89,tt0065646,Italy,1970
Hi-Rise Wise Guys,1970-01-01T00:00:00Z,,Paul J. Smith,,tt0150904,United States,1970
Two merry geese,1970-01-01T00:00:00Z,"children's film, musical film",Leonid Nosyrev,4,tt1075316,Soviet Union,1970
Apel,1970-01-01T00:00:00Z,drama film,Ryszard Czekała,8,tt0402802,Poland,1970
Q28856256,1970-01-01T00:00:00Z,,József Nepp,,,Hungary,1970
The suicide,1970-01-01T00:00:00Z,,"Gyula Macskássy, György Várnai",,tt3498676,Hungary,1970
What if...?,1972-01-01T00:00:00Z,"animated film, comedy film, short film","Adolf Born, Jaroslav Doubrava, Miloš Macourek",8,tt0263218,Czechoslovakia,1972
The Three Pals,1972-01-01T00:00:00Z,"animated film, cinematic fairy tale, puppet film, short film",Jan Karpaš,15,,Czechoslovakia,1972
The Mole as a Painter,1972-01-01T00:00:00Z,"animated film, children's film, family film, short film",Zdeněk Miler,11,tt0244614,Czechoslovakia,1972
Q23892838,1972-01-01T00:00:00Z,,Péter Szoboszlay,,tt3466156,Hungary,1972
Q56871005,1972-01-01T00:00:00Z,animated film,Jan Dudešek,8,,Czechoslovakia,1972
The Third Part of the Night,1972-01-01T00:00:00Z,"drama film, war film",Andrzej Żuławski,105,tt0067885,Poland,1972
Q135490112,1972-01-01T00:00:00Z,,Farshid Mesghali,,,Iran,1972
Master iz Klamsi,1972-01-01T00:00:00Z,,Vadim Vladimirovitch Kurchevsky,24,tt2215309,Soviet Union,1972
Q15623562,1972-01-01T00:00:00Z,,Attila Dargay,,tt2593066,Hungary,1972
Dorothy and the Singer,1972-01-01T00:00:00Z,"animated film, children's film, comedy film, family film",Božena Možíšová,8,tt0296599,Czechoslovakia,1972
Q127035193,1972-01-01T00:00:00Z,drama film,Tamás Rényi,,tt0068900,Hungary,1972
How Spring Was OK,1972-01-01T00:00:00Z,,Meral simer,,,,1972
Yuki's Sun,1972-01-01T00:00:00Z,drama film,Hayao Miyazaki,5,tt4005642,Japan,1972
Two good friends,1972-01-01T00:00:00Z,"animated film, short film",Viktor Kubal,,,Czechoslovakia,1972
Clever Village,1972-01-01T00:00:00Z,,Donyo Donev,10,tt0348774,People's Republic of Bulgaria,1972
"Phaethon, the Son of the Sun",1972-01-01T00:00:00Z,science fiction animation,Vasily Livanov,17,tt3876650,Soviet Union,1972
The Trophy,1972-01-01T00:00:00Z,"animated film, short film",Josef Kluge,8,,Czechoslovakia,1972
Q56326686,1972-01-01T00:00:00Z,,,,,,1972
Three Fools as Hunters,1972-01-01T00:00:00Z,,Donyo Donev,,tt0348769,People's Republic of Bulgaria,1972
Q28797923,1972-01-01T00:00:00Z,,Attila Dargay,,,Hungary,1972
Maude,1972-03-11T00:00:00Z,,John Rich,,tt0509890,,1972
Q28797895,1972-01-01T00:00:00Z,,Attila Dargay,,tt9474754,Hungary,1972
The Clayman,1972-01-01T00:00:00Z,"animated film, short film",Jaroslav Zahradník,4,,Czechoslovakia,1972
Happy Merry-Go-Round No.4,1972-01-01T00:00:00Z,,,,tt1315592,Soviet Union,1972
Cherished Dream,1972-01-01T00:00:00Z,fairy tale,Mikhail Kamenetsky,10,tt6079446,Soviet Union,1972
Butterfly,1972-01-01T00:00:00Z,,Andrei Khrzhanovsky,588,tt0820033,Soviet Union,1972
Show Biz Beagle,1972-01-01T00:00:00Z,,Paul Smith,,tt0152428,United States,1972
About Crank Little Frog,1972-01-01T00:00:00Z,children's film,Valeriy Ugarov,162,tt1075378,Soviet Union,1972
The Streets of San Francisco,1972-01-01T00:00:00Z,,Walter Grauman,,tt0069323,,1972
A cherfool old man,1972-01-01T00:00:00Z,children's film,Anatoly Petrov,173,tt1075413,Soviet Union,1972
A Clockwork Orange,1972-04-01T00:00:00Z,"arthouse science fiction film, crime film, drama film, dystopian film, film based on a novel, mystery film, prison film, science fiction film, speculative fiction film, thriller film",Stanley Kubrick,136,tt0066921,United Kingdom,1972
Drummer of Vengeance,1972-12-13T00:00:00Z,Spaghetti Western,Mario Gariazzo,89,tt0067135,Italy,1972
Walter Defends Sarajevo,1972-01-01T00:00:00Z,partisan film,Hajrudin Krvavac,133,tt0069452,Yugoslavia,1972
Carry On Doctor,1972-11-23T00:00:00Z,"comedy film, farce, parody film, slapstick",Gerald Thomas,94,tt0061450,United Kingdom,1972
The Landlord,1972-01-02T00:00:00Z,drama film,Hal Ashby,110,tt0065963,United States,1972
Turkish Delight,1973-08-16T00:00:00Z,"drama film, erotic film, romance film",Paul Verhoeven,107,tt0070842,Netherlands,1973
"All the Way, Boys",1973-03-06T00:00:00Z,"action film, adventure film, buddy film, comedy film",Giuseppe Colizzi,102,tt0069095,Italy,1973
Phagun,1973-01-01T00:00:00Z,drama film,Rajinder Singh Bedi,136,tt0070530,India,1973
The Wrath of God,1973-02-01T00:00:00Z,"Western film, film based on literature",Ralph Nelson,111,tt0069515,United States,1973
Pink Floyd: Live at Pompeii,1973-11-02T00:00:00Z,"concert film, music documentary film","Adrian Maben, Steve O'Rourke",85,tt0069090,France,1973
3 Dev Adam,1973-01-01T00:00:00Z,"Turksploitation, action film, superhero film",Tevfik Fikret Uçak,81,tt0181947,Turkey,1973
The Price of Death,1973-04-27T00:00:00Z,Spaghetti Western,Vincenzo Gicca Palli,92,tt0067395,Italy,1973
The Legend of the 7 Golden Vampires,1974-10-06T00:00:00Z,"fantasy film, film based on a novel, horror film, martial arts film, vampire film","Chang Cheh, Roy Ward Baker",83,tt0070297,United Kingdom,1974
Illustrious Corpses,1976-05-26T00:00:00Z,"crime film, drama film, film based on literature, political thriller film",Francesco Rosi,120,tt0074262,Italy,1976
Innocents with Dirty Hands,1976-01-05T00:00:00Z,"crime film, film based on a novel",Claude Chabrol,125,tt0073169,Italy,1976
My Friends,1976-07-18T00:00:00Z,"comedy drama, comedy film",Mario Monicelli,113,tt0072637,Italy,1976
Billy Two Hats,1976-01-14T00:00:00Z,Western film,Ted Kotcheff,100,tt0069786,United States,1976
Hobbit,1977-11-27T00:00:00Z,"children's film, fantasy film, musical film, sword and sorcery film","Arthur Rankin Jr., Jules Bass",77,tt0077687,United States,1977
Illustrious Corpses,1977-11-24T00:00:00Z,"crime film, drama film, film based on literature, political thriller film",Francesco Rosi,120,tt0074262,France,1977
The Duchess and the Dirtwater Fox,1977-05-25T00:00:00Z,"Western film, romantic comedy",Melvin Frank,103,tt0074441,United States,1977
Polygon,1977-01-01T00:00:00Z,science fiction film,Anatoly Petrov,10,tt0820136,Soviet Union,1977
Sagan om Karl-Bertil Jonssons julafton,1977-12-20T00:00:00Z,"Christmas film, family film",Per Åhlin,23,tt0135636,Sweden,1977
Bead Game,1977-01-01T00:00:00Z,,Ishu Patel,6,tt0075732,Canada,1977
My Friends,1977-07-29T00:00:00Z,"comedy drama, comedy film",Mario Monicelli,113,tt0072637,Italy,1977
Pink Floyd: Live at Pompeii,1977-05-23T00:00:00Z,"concert film, music documentary film","Adrian Maben, Steve O'Rourke",85,tt0069090,France,1977
Hockey is a Game,1978-01-01T00:00:00Z,"animated film, comedy film, short film, sport film","Josef Hekrdla, Vladimír Jiránek",6,tt37678186,Czechoslovakia,1978
How the Cossacks Became Olympians,1978-01-01T00:00:00Z,,Volodymyr Dakhno,16,tt5524300,Soviet Union,1978
The Cricket and the Spider,1978-01-01T00:00:00Z,"animated film, children's film, family film, short film",Zdeněk Miler,5,tt0372841,Czechoslovakia,1978
Wuthering Heights - Version 1,1978-01-01T00:00:00Z,"art pop, art rock",Keith McMillan,223,tt6887574,United Kingdom,1978
Happy Merry-Go-Round No.10,1978-01-01T00:00:00Z,,,,tt1339573,Soviet Union,1978
Les Travailleurs de la nuit,1978-01-01T00:00:00Z,chanson,,,,,1978
Butterfiy and Tiger,1978-01-01T00:00:00Z,children's film,Valeriy Ugarov,250,tt1329108,Soviet Union,1978
Science Ninja Team Gatchaman: The Movie,1978-01-01T00:00:00Z,"action film, science fiction anime and manga, science fiction film, superhero film",Hisayuki Toriumi,110,tt0415906,Japan,1978
Who Killed Bambi?,1978-01-01T00:00:00Z,,,,,,1978
Wuthering Heights - Version 2,1978-01-01T00:00:00Z,"art pop, art rock",Keith McMillan,,tt6887578,United Kingdom,1978
Hammer Horror,1978-10-01T00:00:00Z,"art rock, baroque pop, glam rock",Keith McMillan,257,tt9207660,United Kingdom,1978
¡Que viva México!,1978-01-01T00:00:00Z,drama film,"Grigori Aleksandrov, Sergei Eisenstein",103,tt0022756,Soviet Union,1978
Stayin' Alive,1978-01-01T00:00:00Z,,,,,United States,1978
10:15 Saturday Night,1978-11-01T00:00:00Z,,Piers Bedford,,tt8085058,,1978
Pet Pink Pebbles,1978-01-01T00:00:00Z,,"Art Leonardi, Gerry Chiniquy",,tt0151947,,1978
L’évasion,1978-01-01T00:00:00Z,drama fiction,"Jean-Pierre Jeunet, Marc Caro",,tt0078551,France,1978
The Spirit of Mountains and the Apprentice,1978-01-01T00:00:00Z,"animated film, children's film, cinematic fairy tale, puppet film, short film",Werner Krauße,13,tt1481378,Germany,1978
Les Jeunes Filles,1978-01-01T00:00:00Z,comedy drama,Lazare Iglesis,215,tt0207557,France,1978
Oriental Nightfish,1978-01-01T00:00:00Z,,,,tt0261140,United Kingdom,1978
The Volcano,1978-01-01T00:00:00Z,"animated film, short film",Garik Seko,8,,Czechoslovakia,1978
The Small One,1978-01-01T00:00:00Z,"Christmas film, family film",Don Bluth,26,tt0078281,United States,1978
A Connecticut Rabbit in King Arthur's Court,1978-02-23T00:00:00Z,,Chuck Jones,25,tt0077365,United States,1978
Q57826747,1978-01-01T00:00:00Z,,Stoyan Dukov,,,German Democratic Republic,1978
Rip Van Winkle,1978-01-01T00:00:00Z,film adaptation,Will Vinton,29,tt0078168,United States,1978
The Cricket and the Violin,1978-01-01T00:00:00Z,"animated film, children's film, family film, short film",Zdeněk Miler,5,tt0372840,Czechoslovakia,1978
Contact,1978-01-01T00:00:00Z,"science fiction, science fiction film",Vladimir Tarasov,612,tt0803764,Soviet Union,1978
Da Ya Think I'm Sexy?,1978-11-01T00:00:00Z,,Bruce Gowers,,tt6863816,United Kingdom,1978
Them Heavy People,1978-01-01T00:00:00Z,,Keith McMillan,,tt12535934,,1978
I Feel Love,1978-01-01T00:00:00Z,,,,,United States,1978
Hairy Pot-Pourri,1978-01-01T00:00:00Z,"animated film, cinematic fairy tale, short film",Zdeněk Smetana,11,tt0250818,Czechoslovakia,1978
Star Trek: Planet of the Titans,1978-01-01T00:00:00Z,"adventure film, science fiction film",Philip Kaufman,,,United States,1978
Human Feelings,1978-10-16T00:00:00Z,comedy television program,Ernest Pintoff,,tt0077704,United States,1978
So Lonely,1978-01-01T00:00:00Z,,,,,United Kingdom,1978
The Tale of the Brave Hare...,1978-01-01T00:00:00Z,,Nina Pavlovskaya,9,tt6945344,Soviet Union,1978
Roxanne,1978-01-01T00:00:00Z,,,,,United Kingdom,1978
Bicycle Race,1978-10-01T00:00:00Z,rock music,Denis de Vallance,196,tt6729896,United Kingdom,1978
The Man with the Child in His Eyes,1978-05-01T00:00:00Z,progressive pop,Keith McMillan,171,tt9207656,United Kingdom,1978
Sailing,1978-01-01T00:00:00Z,,,,,,1978
Fat Bottomed Girls,1978-01-01T00:00:00Z,,,,,United Kingdom,1978
Abventures of Homa,1978-01-01T00:00:00Z,"cinematic fairy tale, comedy film",Garri Bardin,547,tt1294200,Soviet Union,1978
Kate Bush - Moving - De Efteling Special • TopPop,1978-05-12T00:00:00Z,,Rien van Wijk,,,Netherlands,1978
Blondie - One Way Or Another • TopPop,1978-09-01T00:00:00Z,,,,,Netherlands,1978
Firefly,1978-01-01T00:00:00Z,children's film,Anatoly Petrov,256,tt1329246,Soviet Union,1978
Blondie - Sunday Girl • TopPop,1978-09-09T00:00:00Z,,,,,Netherlands,1978
Yeh Mera Dil Yaar Ka Diwana,1978-05-12T00:00:00Z,filmi music,Chandra Barot,4.08333333,,India,1978
Anne no Nikki: Anne Frank Monogatari,1978-01-01T00:00:00Z,,,,tt22177938,Japan,1978
Prelude,1978-01-01T00:00:00Z,,Proyko Proykov,10,,People's Republic of Bulgaria,1978
Hokusai: An Animated Sketchbook,1978-01-01T00:00:00Z,documentary film,Tony White,6,tt0215852,United Kingdom,1978
The Parcel,1978-01-01T00:00:00Z,children's film,Galina Barinova,1,tt1329221,Soviet Union,1978
The Mountain Master,1978-01-01T00:00:00Z,skaz,Inessa Kovalevskaya,18,tt2789840,Soviet Union,1978
Once Upon a Mouse,1981-07-10T00:00:00Z,"compilation film, documentary film","Gary Rocklen, Jerry Kramer",27,tt0278605,United States,1981
"One - Peas, Two - Peas...",1981-01-01T00:00:00Z,,Aleksandr Davydov,7,tt1826825,Soviet Union,1981
Inferiority Complex,1981-01-01T00:00:00Z,"animated film, comedy film, family film, short film","Adolf Born, Jaroslav Doubrava, Miloš Macourek",10,tt0356890,Czechoslovakia,1981
Caliph Stork,1981-01-01T00:00:00Z,"cinematic fairy tale, fairy tale",Valeriy Ugarov,20,tt0879824,Soviet Union,1981
Dog in Boots,1981-01-01T00:00:00Z,"film based on a novel, musical film, parody, parody film",Yefim Gamburg,2054,tt0218534,Soviet Union,1981
Cagney & Lacey,1981-10-08T00:00:00Z,crime film,Ted Post,,tt0082130,United States,1981
Natsu e no Tobira,1981-01-01T00:00:00Z,"drama anime and manga, romance anime and manga, yaoi","Mori Masaki, Toshio Hirata",,tt1630606,Japan,1981
Best of Times,1981-01-01T00:00:00Z,comedy television program,Don Mischer,,tt0082064,United States,1981
Mobile Suit Gundam I,1981-03-14T00:00:00Z,"mecha, military science fiction",Yoshiyuki Tomino,,tt0159509,Japan,1981
Mother For Baby Mammoth,1981-01-01T00:00:00Z,"animated cartoon, drama film, musical film",Oleg Churkin,8,tt1074985,Soviet Union,1981
A Deer of Nine Colors,1981-01-01T00:00:00Z,fantasy film,"Dai Tielang, Qian Jiajun",30,tt6822390,People's Republic of China,1981
The Spirit of Mountains and the Spook,1981-01-01T00:00:00Z,"animated film, children's film, cinematic fairy tale, puppet film, short film",Zdeněk Vinš,16,tt2149009,Czechoslovakia,1981
Swan Lake,1981-03-14T00:00:00Z,"adventure film, children's film, fantasy anime and manga",Kimio Yabuki,74,tt0078349,Japan,1981
Q56878061,1981-01-01T00:00:00Z,,Vlastimil Herold,457,,Czechoslovakia,1981
If,1981-01-01T00:00:00Z,"animated film, short film",Břetislav Pojar,9,tt0244582,Czechoslovakia,1981
Q57393387,1981-01-01T00:00:00Z,,Asen Myunning,10,,People's Republic of Bulgaria,1981
Ojamanga Yamada-kun,1981-01-01T00:00:00Z,"comedy anime and manga, slice of life anime and manga",,,,Japan,1981
Adventures of Vasia Kurolesov,1981-01-01T00:00:00Z,"animated cartoon, detective fiction",Vladimir Popov,27,tt0260295,Soviet Union,1981
Q56875971,1981-01-01T00:00:00Z,"animated film, short film",Garik Seko,12,,Czechoslovakia,1981
Galaxy Express 999,1981-08-08T00:00:00Z,"adventure film, science fiction film, thriller anime",Rintaro,129,tt0080772,Japan,1981
The Tender Tale of Cinderella Penguin,1981-01-01T00:00:00Z,children's film,Janet Perlman,597,tt0083182,Canada,1981
Cat Kotofeyevitch,1981-01-01T00:00:00Z,"fairy tale, musical",Galina Barinova,566,tt6096826,Soviet Union,1981
Adieu Galaxy Express 999,1981-01-01T00:00:00Z,anime film,Rintaro,130,tt0184881,Japan,1981
Felicidad,1981-01-01T00:00:00Z,,Lasse Hallström,4,tt6725240,Sweden,1981
Mobile Suit Gundam II: Soldiers of Sorrow,1981-07-11T00:00:00Z,"mecha, military science fiction",Yoshiyuki Tomino,,tt0159510,Japan,1981
Q57393388,1981-01-01T00:00:00Z,,Asen Myunning,,,People's Republic of Bulgaria,1981
Q57393389,1981-01-01T00:00:00Z,,Ivan Hadzhitonev,,,People's Republic of Bulgaria,1981
Jarinko Chie,1981-01-01T00:00:00Z,"family film, gag anime",Isao Takahata,110,tt0081881,Japan,1981
"Goodbye, Our Gully",1981-01-01T00:00:00Z,drama fiction,"Vadim Vladimirovitch Kurchevsky, Vyacheslav Shilobreev",636,tt2582074,Soviet Union,1981
K-9 and Company,1981-12-28T00:00:00Z,science fiction,John Black,50,tt0138972,United Kingdom,1981
Can You Feel It,1981-01-01T00:00:00Z,,,,tt6677042,,1981
21 Emon: Uchū e Irasshai!,1981-01-01T00:00:00Z,,Tsutomu Shibayama,92,tt1268854,Japan,1981
Q57393390,1981-01-01T00:00:00Z,,Rumen Petkov,,tt0356873,People's Republic of Bulgaria,1981
Ivashka from Pioneers Palace,1981-01-01T00:00:00Z,"cinematic fairy tale, comedy film",Gennady Sokolsky,565,tt1369668,Soviet Union,1981
Ashita no Joe 2,1981-07-04T00:00:00Z,,Osamu Dezaki,110,tt1690442,Japan,1981
Q4236392,1981-01-01T00:00:00Z,children's film,,594,,Soviet Union,1981
The Sea Prince and the Fire Child,1981-07-18T00:00:00Z,fantasy film,Masami Hata,108,tt0203895,Japan,1981
DAICON III Opening Animation,1981-08-22T00:00:00Z,,Hiroyuki Yamaga,,tt3066198,Japan,1981
Kyoufu Densetsu Kaiki! Frankenstein,1981-01-01T00:00:00Z,,Toyoo Ashida,98,tt0270954,Japan,1981
Kentauros no Densetsu,1981-01-01T00:00:00Z,,,,,Japan,1981
No hay a quien culpar,1981-01-01T00:00:00Z,,Lasse Hallström,3,tt6725260,Sweden,1981
Q23900513,1981-01-01T00:00:00Z,,Péter Szoboszlay,,tt3432568,Hungary,1981
Winter's Tale,1981-01-01T00:00:00Z,fairy tale,Yury Butyrin,559,tt5524152,Soviet Union,1981
He-Man & She-Ra: A Christmas Special,1985-12-25T00:00:00Z,"Christmas film, action film, adventure film, family film, fantasy film, science fiction film, speculative fiction film","Bill Reed, Ernie Schmidt",51,tt0276016,United States,1985
Vampire Hunter D,1985-12-21T00:00:00Z,"action anime and manga, fantasy film, film based on a novel, horror anime and manga, horror film, post-apocalyptic film, science fiction film, vampire anime and manga, vampire film",Toyoo Ashida,80,tt0090248,Japan,1985
Angel's Egg,1985-01-01T00:00:00Z,"arthouse science fiction film, drama anime and manga, drama film, fantasy anime and manga, thriller anime",Mamoru Oshii,71,tt0208502,Japan,1985
Odin: Photon Sailer Starlight,1985-08-10T00:00:00Z,"adventure anime and manga, drama anime and manga, science fiction anime and manga","Eiichi Yamamoto, Toshio Masuda",139,tt0161122,Japan,1985
Take On Me,1985-09-01T00:00:00Z,,Steve Barron,,tt4645418,United Kingdom,1985
Anne of Green Gables,1985-12-01T00:00:00Z,"adventure film, drama television series, television series based on a novel",Kevin Sullivan,199,tt0088727,Canada,1985
Night on the Galactic Railroad,1985-07-13T00:00:00Z,"fantasy film, film based on a novel, ghost film",Gisaburō Sugii,113,tt0089206,Japan,1985
Broken Down Film,1985-01-01T00:00:00Z,"comedy film, experimental film",Osamu Tezuka,6,tt0088856,Japan,1985
Twinkle Nora Rock Me!,1985-11-20T00:00:00Z,"action anime and manga, science fiction anime and manga",Satomi Mikuriya,30,tt9876344,Japan,1985
Kinnikuman: Gyakushū! Uchū Kakure Chōjin,1985-07-13T00:00:00Z,,,,,Japan,1985
Everybody Wants to Rule the World,1985-01-01T00:00:00Z,,Nigel Dick,,tt6863866,United Kingdom,1985
Nora,1985-01-21T00:00:00Z,"adventure anime, science fiction anime",Satomi Mikuriya,56,tt9909866,Japan,1985
Love Position: Halley Densetsu,1985-12-16T00:00:00Z,,,,,Japan,1985
Dirty Pair: Affair of Nolandia,1985-12-20T00:00:00Z,"cyberpunk, science fiction anime and manga",Masaharu Okuwaki,57,tt0434908,Japan,1985
Leda: The Fantastic Adventure of Yohko,1985-01-01T00:00:00Z,"adventure anime and manga, fantasy anime and manga",,,tt0424114,Japan,1985
Lemmings,1985-01-01T00:00:00Z,,,,,,1985
